0.443436,-1.46686,-6.68504;0.30222,-1.77853,-6.68504;0.352183,-1.65127,-6.68504;0.297588,-1.60633,-6.68504;0.1543,-1.75599,-6.68504;0.257094,-1.60171,-6.68504;0.279685,-1.80262,-6.68504;0.23766,-1.79233,-6.68504;0.173052,-1.61072,-6.68504;0.0481046,-1.80912,-6.68504;0.257094,-1.60171
0.0668389,-1.29628,-6.68504;0.103982,-1.63955,-6.68504;0.944979,-1.91115,-6.68504;0.626856,-2.00893,-6.68504;1.20727,-2.97003,-6.68504;-0.47341,-1.61584,-6.68504;0.387411,-0.356626,-6.68504;0.736031,-1.75298,-6.68504;-1.69251,0.883099,-6.68504;-0.468573,-1.77965,-6.68504;0.257094,-1.60171
-0.051564,-1.2532,-6.68504;-0.0179269,-1.52795,-6.68504;-0.0795321,-1.45383,-6.68504;0.102303,-1.40829,-6.68504;0.696044,-2.25071,-6.68504;-0.257555,-1.61166,-6.68504;0.475635,-1.76658,-6.68504;0.58296,-1.72558,-6.68504;0.532213,-2.01026,-6.68504;-0.254943,-1.78563,-6.68504;0.257094,-1.60171
0.907906,-1.8301,-6.68504;0.186783,-1.63608,-6.68504;-0.51838,-1.25603,-6.68504;-0.0952707,-1.16018,-6.68504;-0.162801,-1.15716,-6.68504;0.515155,-1.59671,-6.68504;0.389926,-2.66603,-6.68504;0.208378,-1.66764,-6.68504;1.53565,-3.40553,-6.68504;1.04431,-1.63826,-6.68504;0.257094,-1.60171
0.849735,-1.93592,-6.68504;0.343704,-1.71636,-6.68504;-0.421002,-1.29915,-6.68504;0.202488,-1.52482,-6.68504;-0.207932,-1.25198,-6.68504;0.599183,-1.59509,-6.68504;0.298535,-2.75913,-6.68504;-0.0732975,-1.62293,-6.68504;-0.734527,-0.403499,-6.68504;-0.303688,-1.81882,-6.68504;0.257094,-1.60171
0.172098,-1.54625,0;0.36753,-1.68949,0;0.609848,-1.76206,0;0.609446,-1.96226,0;0.392013,-1.90755,0;0.435076,-1.59826,0;0.474879,0.619107,0;0.209024,-1.63456,0;-1.08484,0.0721025,0;-0.542412,-1.73565,0;0.209024,-1.63456
-0.323108,-1.29006,0;0.120267,-1.59055,0;0.546577,-1.78924,0;0.187866,-1.48397,0;0.384024,-2.02917,0;0.150865,-1.61613,0;0.374196,-2.39373,0;0.421894,-1.64333,0;-0.65145,-0.493046,0;1.18844,-1.71202,0;0.209024,-1.63456
-0.517643,-1.19857,0;0.00236204,-1.56283,0;-0.117787,-1.46606,0;-0.0969705,-1.31102,0;0.18882,-1.87635,0;0.152734,-1.60139,0;0.343979,-3.93985,0;0.462992,-1.64502,0;1.69102,-3.62733,0;1.11689,-1.63629,0;0.209024,-1.63456
0.697495,-1.85112,0;0.319948,-1.69376,0;0.18199,-1.54889,0;0.470101,-1.77288,0;-0.00867021,-1.26874,0;0.340438,-1.60879,0;0.303409,-4.25592,0;0.00333965,-1.62609,0;2.59295,-4.83821,0;-1.35369,-1.88526,0;0.209024,-1.63456
0.777518,-1.87425,0;0.444963,-1.7323,0;0.420775,-1.65176,0;0.551106,-1.80856,0;0.243334,-1.92992,0;0.305554,-1.61512,0;0.278024,-2.87455,0;-0.280275,-1.6144,0;0.985031,-2.695,0;-0.483074,-1.91507,0;0.209024,-1.63456
-0.229465,-1.32349,0;0.105089,-1.59336,0;0.0757176,-1.56081,0;0.350621,-1.68978,0;0.294674,-2.02856,0;0.191895,-1.61501,0;0.250534,-1.44738,0;1.08178,-1.67051,0;-0.498741,-0.709618,0;0.7877,-1.7357,0;0.209024,-1.63456
0.172584,-1.62571,0;-0.137593,-1.49457,0;0.061857,-1.50348,0;0.0519759,-1.45553,0;0.207105,-1.84687,0;0.234193,-1.59716,0;0.573993,-0.996369,0;1.80342,-1.70024,0;-1.11697,0.126616,0;0.388503,-1.6279,0;0.209024,-1.63456
0.513149,-1.86267,0;0.434996,-1.73663,0;0.391511,-1.65015,0;0.0538149,-1.45716,0;0.0832893,-1.58763,0;0.241443,-1.62032,0;0.662986,-1.06945,0;0.163261,-1.63147,0;-1.25419,0.328909,0;-0.104008,-1.61288,0;0.241443,-1.62032
-0.107732,-1.3896,0;0.145487,-1.58275,0;0.332115,-1.61214,0;0.418857,-1.72249,0;0.125334,-1.54284,0;0.246909,-1.63778,0;0.201649,-1.86681,0;-0.999423,-1.57598,0;0.0624929,-1.43248,0;-0.0105419,-1.73459,0;0.241443,-1.62032
-0.0108669,-1.45005,0;-0.0234978,-1.50729,0;0.182495,-1.59294,0;0.540536,-1.819,0;0.180001,-1.52439,0;0.23868,-1.61149,0;0.0317878,-2.27262,0;0.679147,-1.64031,0;1.42984,-3.2692,0;0.170203,-1.77636,0;0.241443,-1.62032
0.156468,-1.56667,1.58102e-322;0.225453,-1.66057,1.58102e-322;0.100439,-1.59274,1.58102e-322;0.0921027,-1.44532,1.58102e-322;0.279399,-1.60131,1.58102e-322;0.237925,-1.60908,1.58102e-322;0.582046,-1.23291,1.58102e-322;0.754419,-1.66468,1.58102e-322;1.26045,-3.01084,1.58102e-322;0.347952,-1.71702,1.58102e-322;0.241443,-1.62032
0.309177,-1.70313,1.58102e-322;0.370558,-1.70125,1.58102e-322;0.196907,-1.59958,1.58102e-322;-0.0201526,-1.3964,1.58102e-322;0.338718,-1.66714,1.58102e-322;0.240422,-1.61706,1.58102e-322;0.893057,-0.663828,1.58102e-322;-0.433619,-1.60211,1.58102e-322;0.25493,-1.63986,1.58102e-322;0.40717,-1.60436,1.58102e-322;0.241443,-1.62032
0.165174,-1.63154,1.58102e-322;0.147784,-1.57594,1.58102e-322;0.270994,-1.60536,1.58102e-322;0.540183,-1.83572,1.58102e-322;0.248208,-1.59751,1.58102e-322;0.242795,-1.62464,1.58102e-322;-0.0191323,-2.50498,1.58102e-322;0.193648,-1.61855,1.58102e-322;-0.509691,-0.596773,1.58102e-322;0.330509,-1.55488,1.58102e-322;0.241443,-1.62032
0.132211,-1.56476,1.58102e-322;0.0956118,-1.56579,1.58102e-322;0.319103,-1.61365,1.58102e-322;0.56963,-1.87058,1.58102e-322;0.172861,-1.56896,1.58102e-322;0.243132,-1.62571,1.58102e-322;-0.362732,-2.80497,1.58102e-322;0.69761,-1.64109,1.58102e-322;0.409649,-1.85016,1.58102e-322;0.210496,-1.56328,1.58102e-322;0.241443,-1.62032
0.224775,-1.64739,1.58102e-322;0.231352,-1.65974,1.58102e-322;0.261586,-1.62146,1.58102e-322;-0.263719,-1.14009,1.58102e-322;0.269022,-1.62991,1.58102e-322;0.241644,-1.62096,1.58102e-322;1.30425,0.00990848,1.58102e-322;0.99893,-1.65541,1.58102e-322;0.884692,-2.49869,1.58102e-322;0.128351,-1.58507,1.58102e-322;0.241644,-1.62096
0.310672,-1.68447,1.58102e-322;0.335486,-1.69392,1.58102e-322;0.208901,-1.62712,1.58102e-322;-0.384774,-1.05311,1.58102e-322;0.316153,-1.65562,1.58102e-322;0.240523,-1.61738,1.58102e-322;1.21682,-0.183839,1.58102e-322;-0.638538,-1.61257,1.58102e-322;-0.213812,-1.00061,1.58102e-322;0.230446,-1.61908,1.58102e-322;0.230446,-1.61908
0.185204,-1.61204,1.58102e-322;0.161879,-1.61215,1.58102e-322;0.175195,-1.62914,1.58102e-322;0.273933,-1.67541,1.58102e-322;0.187686,-1.55456,1.58102e-322;0.235012,-1.62116,1.58102e-322;-0.0750888,-2.4413,1.58102e-322;-1.48199,-1.5865,1.58102e-322;0.188632,-1.55895,1.58102e-322;0.307426,-1.64473,1.58102e-322;0.230446,-1.61908
0.162222,-1.60955,1.58102e-322;0.0713362,-1.57649,1.58102e-322;0.244245,-1.61988,1.58102e-322;0.776187,-2.0029,1.58102e-322;0.219723,-1.60052,1.58102e-322;0.230606,-1.62391,1.58102e-322;-0.664062,-3.4312,1.58102e-322;-1.73487,-1.5774,1.58102e-322;0.591399,-2.11452,1.58102e-322;0.333138,-1.65503,1.58102e-322;0.230606,-1.62391
0.211528,-1.63434,1.58102e-322;0.193535,-1.6267,1.58102e-322;0.285859,-1.61598,1.58102e-322;0.62277,-1.86331,1.58102e-322;0.246293,-1.64037,1.58102e-322;0.227283,-1.62597,1.58102e-322;-0.637938,-3.38071,1.58102e-322;0.56956,-1.63997,1.58102e-322;0.584131,-2.10407,1.58102e-322;0.27018,-1.63413,1.58102e-322;0.227283,-1.62597
0.256349,-1.64897,1.58102e-322;0.325229,-1.6637,1.58102e-322;0.275883,-1.61758,1.58102e-322;0.0300767,-1.42585,1.58102e-322;0.259394,-1.66516,1.58102e-322;0.224778,-1.62753,1.58102e-322;2.2458,1.47764,1.58102e-322;2.07679,-1.67882,1.58102e-322;0.312733,-1.73694,1.58102e-322;0.106561,-1.58235,1.58102e-322;0.227283,-1.62597
0.221444,-1.62946,-7.77115;0.0563878,-1.57735,-7.77115;0.201528,-1.62405,-7.77115;-0.381305,-1.12321,-7.77115;0.242367,-1.64678,-7.77115;0.229866,-1.62437,-7.77115;0.152512,-1.82514,-7.77115;0.543198,-1.63847,-7.77115;0.159008,-1.77617,-7.77115;0.0951997,-1.58099,-7.77115;0.227283,-1.62597
0.195756,-1.61437,-7.77115;-0.0943809,-1.52801,-7.77115;0.200526,-1.62685,-7.77115;-0.564837,-0.997828,-7.77115;0.218163,-1.61628,-7.77115;0.230723,-1.62383,-7.77115;-0.998844,-3.98571,-7.77115;-1.06601,-1.59376,-7.77115;-0.0229525,-1.35015,-7.77115;0.262991,-1.63607,-7.77115;0.227283,-1.62597
0.215019,-1.6223,-7.77115;0.156485,-1.6126,-7.77115;0.278842,-1.6184,-7.77115;1.61799,-2.59123,-7.77115;0.20867,-1.60259,-7.77115;0.222212,-1.62913,-7.77115;-0.66391,-3.51402,-7.77115;-0.00657879,-1.62279,-7.77115;0.467259,-2.20189,-7.77115;0.36184,-1.66826,-7.77115;0.227283,-1.62597
0.250772,-1.6457,-7.77115;0.469315,-1.70934,-7.77115;0.228469,-1.62271,-7.77115;1.41002,-2.45087,-7.77115;0.229665,-1.62943,-7.77115;0.225073,-1.62735,-7.77115;2.31625,1.66958,-7.77115;1.32937,-1.66802,-7.77115;0.494531,-2.1677,-7.77115;0.263597,-1.63141,-7.77115;0.227283,-1.62597
0.203159,-1.61449,-7.77115;0.161766,-1.61225,-7.77115;0.189248,-1.62938,-7.77115;-0.641313,-0.917411,-7.77115;0.244602,-1.64837,-7.77115;0.233711,-1.62197,-7.77115;2.01024,1.51594,-7.77115;-0.126382,-1.61893,-7.77115;0.022215,-1.31639,-7.77115;0.163308,-1.59804,-7.77115;0.227283,-1.62597
0.207469,-1.61473,7.5102e-317;-0.0209835,-1.56017,7.5102e-317;0.267273,-1.61839,7.5102e-317;-0.14162,-1.32206,7.5102e-317;0.227167,-1.62597,7.5102e-317;0.233495,-1.62211,7.5102e-317;0.0790367,-1.98196,7.5102e-317;-0.643533,-1.60203,7.5102e-317;0.0403401,-1.55889,7.5102e-317;0.230112,-1.62456,7.5102e-317;0.227283,-1.62597
0.221873,-1.62658,7.5102e-317;0.116166,-1.59832,7.5102e-317;0.271266,-1.61908,7.5102e-317;0.76719,-1.97259,7.5102e-317;0.214048,-1.60909,7.5102e-317;0.226045,-1.62674,7.5102e-317;-0.725891,-3.90445,7.5102e-317;-0.693026,-1.59959,7.5102e-317;0.100806,-1.75903,7.5102e-317;0.280419,-1.64459,7.5102e-317;0.227283,-1.62597
0.23433,-1.63533,7.5102e-317;0.317849,-1.6543,7.5102e-317;0.195973,-1.62917,7.5102e-317;0.71982,-1.89294,7.5102e-317;0.230819,-1.63055,7.5102e-317;0.222464,-1.62897,7.5102e-317;1.44182,0.423458,7.5102e-317;1.3085,-1.66808,7.5102e-317;0.409424,-1.78392,7.5102e-317;0.273709,-1.64266,7.5102e-317;0.227283,-1.62597
0.226677,-1.62502,7.5102e-317;0.254509,-1.64521,7.5102e-317;0.169732,-1.63085,7.5102e-317;0.441276,-1.67126,7.5102e-317;0.237407,-1.63913,7.5102e-317;0.227926,-1.62557,7.5102e-317;0.477287,-1.30325,7.5102e-317;0.814019,-1.6492,7.5102e-317;0.445995,-1.75385,7.5102e-317;0.211178,-1.61871,7.5102e-317;0.227926,-1.62557
0.221018,-1.61729,7.5102e-317;0.111994,-1.60941,7.5102e-317;0.251042,-1.61869,7.5102e-317;-0.0662484,-1.41355,7.5102e-317;0.214235,-1.60819,7.5102e-317;0.232044,-1.62301,7.5102e-317;-0.556134,-3.06733,7.5102e-317;-0.303051,-1.61413,7.5102e-317;-0.0105459,-1.75376,7.5102e-317;0.189443,-1.60931,7.5102e-317;0.227926,-1.62557
0.230398,-1.62972,1.10671e-321;0.0391659,-1.58831,1.10671e-321;0.265019,-1.61865,1.10671e-321;0.127834,-1.56607,1.10671e-321;0.217203,-1.61292,1.10671e-321;0.232496,-1.62273,1.10671e-321;0.557027,-1.65586,1.10671e-321;-0.246347,-1.61779,1.10671e-321;0.113167,-1.71784,1.10671e-321;0.232548,-1.62469,1.10671e-321;0.227926,-1.62557
0.228001,-1.6264,1.10671e-321;0.273568,-1.63788,1.10671e-321;0.222929,-1.6278,1.10671e-321;0.309622,-1.69985,1.10671e-321;0.233908,-1.63381,1.10671e-321;0.225679,-1.62697,1.10671e-321;1.22059,-0.593547,1.10671e-321;0.460915,-1.63475,1.10671e-321;0.304027,-1.6123,1.10671e-321;0.262532,-1.6364,1.10671e-321;0.227926,-1.62557
0.226132,-1.62322,1.10671e-321;0.295367,-1.65113,1.10671e-321;0.201273,-1.62621,1.10671e-321;0.354279,-1.61149,1.10671e-321;0.238134,-1.63962,1.10671e-321;0.225147,-1.6273,1.10671e-321;-0.0818175,-2.00748,1.10671e-321;0.523385,-1.63891,1.10671e-321;0.392462,-1.5424,1.10671e-321;0.205609,-1.61789,1.10671e-321;0.227926,-1.62557
0.230006,-1.62925,1.10671e-321;0.23111,-1.64174,1.10671e-321;0.209016,-1.62222,1.10671e-321;0.262654,-1.55766,1.10671e-321;0.232919,-1.63327,1.10671e-321;0.228925,-1.62495,1.10671e-321;-0.200447,-2.32213,1.10671e-321;0.0824785,-1.63035,1.10671e-321;0.196647,-1.64957,1.10671e-321;0.215568,-1.6188,1.10671e-321;0.227926,-1.62557
0.226856,-1.62433,1.10671e-321;0.179062,-1.61639,1.10671e-321;0.217795,-1.61935,1.10671e-321;0.241418,-1.59714,1.10671e-321;0.22274,-1.61937,1.10671e-321;0.22997,-1.6243,1.10671e-321;0.290981,-1.75021,1.10671e-321;0.107375,-1.62857,1.10671e-321;0.0769783,-1.70891,1.10671e-321;0.230511,-1.62293,1.10671e-321;0.227926,-1.62557
0.226246,-1.62372,7.68092e-317;0.161004,-1.60428,7.68092e-317;0.249228,-1.62702,7.68092e-317;0.214682,-1.6495,7.68092e-317;0.220495,-1.61567,7.68092e-317;0.227919,-1.62558,7.68092e-317;0.589076,-1.17579,7.68092e-317;0.436153,-1.63586,7.68092e-317;0.400947,-1.53873,7.68092e-317;0.239419,-1.62951,7.68092e-317;0.227926,-1.62557
0.230165,-1.62916,7.68092e-317;0.181336,-1.60681,7.68092e-317;0.256602,-1.63117,7.68092e-317;0.206232,-1.66783,7.68092e-317;0.223663,-1.61991,7.68092e-317;0.226392,-1.62653,7.68092e-317;0.138629,-1.95243,7.68092e-317;0.0661464,-1.63087,7.68092e-317;0.40475,-1.53615,7.68092e-317;0.231969,-1.62832,7.68092e-317;0.227926,-1.62557
0.232036,-1.63167,7.68092e-317;0.290148,-1.66244,7.68092e-317;0.214565,-1.62019,7.68092e-317;0.206054,-1.669,7.68092e-317;0.230078,-1.62943,7.68092e-317;0.226764,-1.62629,7.68092e-317;-0.128109,-2.33163,7.68092e-317;0.0511575,-1.62964,7.68092e-317;0.145518,-1.67372,7.68092e-317;0.224926,-1.62539,7.68092e-317;0.227926,-1.62557
0.226508,-1.62366,7.68092e-317;0.285954,-1.66062,7.68092e-317;0.206512,-1.61964,7.68092e-317;0.228479,-1.62465,7.68092e-317;0.228959,-1.629,7.68092e-317;0.229823,-1.62439,7.68092e-317;0.316678,-1.66914,7.68092e-317;0.188319,-1.6266,7.68092e-317;0.0599931,-1.71674,7.68092e-317;0.229735,-1.62202,7.68092e-317;0.227926,-1.62557
0.225214,-1.62254,7.68092e-317;0.188427,-1.61144,7.68092e-317;0.232954,-1.62629,7.68092e-317;0.245182,-1.59155,7.68092e-317;0.22625,-1.62351,7.68092e-317;0.231913,-1.62309,7.68092e-317;0.627825,-1.15773,7.68092e-317;0.32424,-1.62421,7.68092e-317;0.371412,-1.55691,7.68092e-317;0.232111,-1.6245,7.68092e-317;0.227926,-1.62557
0.230952,-1.6303,0;0.18938,-1.61068,0;0.246719,-1.63007,0;0.216855,-1.64762,0;0.227027,-1.62433,0;0.224699,-1.62758,0;0.119238,-1.91132,0;0.167079,-1.64335,0;0.432255,-1.5223,0;0.231948,-1.62686,0;0.227926,-1.62557
0.229544,-1.62817,1.58102e-322;0.245974,-1.64543,1.58102e-322;0.222647,-1.62183,1.58102e-322;0.207977,-1.6651,1.58102e-322;0.228026,-1.62792,1.58102e-322;0.221729,-1.62943,1.58102e-322;0.0644961,-1.9013,1.58102e-322;0.162529,-1.62833,1.58102e-322;0.256828,-1.60966,1.58102e-322;0.231222,-1.62835,1.58102e-322;0.227926,-1.62557
0.225475,-1.62268,1.58102e-322;0.252265,-1.64425,1.58102e-322;0.210473,-1.61845,1.58102e-322;0.258878,-1.56447,1.58102e-322;0.227707,-1.62605,1.58102e-322;0.228149,-1.62543,1.58102e-322;0.28314,-1.60235,1.58102e-322;0.286503,-1.62841,1.58102e-322;0.122814,-1.67649,1.58102e-322;0.225957,-1.61921,1.58102e-322;0.228149,-1.62543
0.228219,-1.62685,1.58102e-322;0.202015,-1.62874,1.58102e-322;0.260601,-1.63328,1.58102e-322;0.230668,-1.62054,1.58102e-322;0.227827,-1.62414,1.58102e-322;0.232989,-1.62242,1.58102e-322;0.406852,-1.39421,1.58102e-322;0.328253,-1.63049,1.58102e-322;0.120567,-1.67885,1.58102e-322;0.225207,-1.61859,1.58102e-322;0.228149,-1.62543
0.230225,-1.62934,1.58102e-322;0.196026,-1.62785,1.58102e-322;0.227987,-1.62272,1.58102e-322;0.202585,-1.6758,1.58102e-322;0.227714,-1.62646,1.58102e-322;0.230737,-1.62382,1.58102e-322;0.30677,-1.55745,1.58102e-322;0.25337,-1.62999,1.58102e-322;0.502396,-1.48717,1.58102e-322;0.236737,-1.63623,1.58102e-322;0.228149,-1.62543
0.22692,-1.6236,1.58102e-322;0.243464,-1.64116,1.58102e-322;0.204235,-1.61548,1.58102e-322;0.234467,-1.61271,1.58102e-322;0.228017,-1.62644,1.58102e-322;0.226231,-1.62663,1.58102e-322;0.149876,-1.79032,1.58102e-322;0.082115,-1.63378,1.58102e-322;0.594742,-1.44032,1.58102e-322;0.235056,-1.63515,1.58102e-322;0.228149,-1.62543
0.22681,-1.62535,1.58102e-322;0.256382,-1.63747,1.58102e-322;0.219965,-1.62101,1.58102e-322;0.247065,-1.58808,1.58102e-322;0.227939,-1.6253,1.58102e-322;0.224558,-1.62767,1.58102e-322;0.193301,-1.72437,1.58102e-322;0.357305,-1.63047,1.58102e-322;0.26927,-1.60327,1.58102e-322;0.22773,-1.62387,1.58102e-322;0.228149,-1.62543
0.229242,-1.62758,1.58102e-322;0.258617,-1.63199,1.58102e-322;0.247321,-1.62926,1.58102e-322;0.231938,-1.61812,1.58102e-322;0.227901,-1.62445,1.58102e-322;0.228935,-1.62494,1.58102e-322;0.252969,-1.60317,1.58102e-322;0.41931,-1.62696,1.58102e-322;-0.0147871,-1.74647,1.58102e-322;0.227422,-1.61833,1.58102e-322;0.228149,-1.62543
0.230258,-1.62794,1.58102e-322;0.227943,-1.62512,1.58102e-322;0.22872,-1.62285,1.58102e-322;0.214773,-1.65175,1.58102e-322;0.228001,-1.62503,1.58102e-322;0.230719,-1.62384,1.58102e-322;0.272993,-1.53418,1.58102e-322;0.00626519,-1.63266,1.58102e-322;0.10401,-1.68832,1.58102e-322;0.228465,-1.62172,1.58102e-322;0.228149,-1.62543
0.225998,-1.6244,1.58102e-322;0.204905,-1.62009,1.58102e-322;0.214649,-1.61822,1.58102e-322;0.226765,-1.62794,1.58102e-322;0.228105,-1.62603,1.58102e-322;0.227553,-1.6258,1.58102e-322;0.249773,-1.60978,1.58102e-322;0.228466,-1.63548,1.58102e-322;0.357516,-1.56021,1.58102e-322;0.230882,-1.63163,1.58102e-322;0.228149,-1.62543
0.226481,-1.6253,1.62415;0.244571,-1.62908,1.62415;0.235666,-1.6258,1.62415;0.238581,-1.60479,1.62415;0.228097,-1.62554,1.62415;0.226198,-1.62671,1.62415;0.216062,-1.67856,1.62415;0.395859,-1.63368,1.62415;0.222739,-1.62549,1.62415;0.232377,-1.63662,1.62415;0.228097,-1.62554
0.22954,-1.62791,1.58102e-322;0.231113,-1.62592,1.58102e-322;0.24582,-1.62994,1.58102e-322;0.232036,-1.61772,1.58102e-322;0.228091,-1.62517,1.58102e-322;0.227265,-1.62609,1.58102e-322;0.266156,-1.56366,1.58102e-322;0.0850184,-1.62828,1.58102e-322;0.14089,-1.66777,1.58102e-322;0.227585,-1.61814,1.58102e-322;0.228097,-1.62554
0.22833,-1.62629,1.58102e-322;0.214997,-1.62219,1.58102e-322;0.212903,-1.61852,1.58102e-322;0.221553,-1.63841,1.58102e-322;0.228102,-1.62585,1.58102e-322;0.229492,-1.62464,1.58102e-322;0.225954,-1.64487,1.58102e-322;0.273414,-1.63651,1.58102e-322;0.220137,-1.6293,1.58102e-322;0.229747,-1.62405,1.58102e-322;0.228097,-1.62554
0.227176,-1.62429,1.58102e-322;0.216736,-1.6227,1.58102e-322;0.224562,-1.62106,1.58102e-322;0.226814,-1.62801,1.58102e-322;0.228099,-1.62565,1.58102e-322;0.228148,-1.62538,1.58102e-322;0.197319,-1.69098,1.58102e-322;0.372338,-1.63809,1.58102e-322;0.281069,-1.59974,1.58102e-322;0.231375,-1.62972,1.58102e-322;0.228097,-1.62554
0.226867,-1.62358,1.58102e-322;0.231027,-1.62614,1.58102e-322;0.243921,-1.63006,1.58102e-322;0.23458,-1.61264,1.58102e-322;0.228094,-1.62535,1.58102e-322;0.227092,-1.62613,1.58102e-322;0.20808,-1.66285,1.58102e-322;0.143607,-1.62244,1.58102e-322;0.171796,-1.65285,1.58102e-322;0.229796,-1.62595,1.58102e-322;0.228097,-1.62554
0.229052,-1.62719,1.58102e-322;0.233899,-1.62639,1.58102e-322;0.229231,-1.62464,1.58102e-322;0.221875,-1.63772,1.58102e-322;0.228096,-1.62549,1.58102e-322;0.226972,-1.62627,1.58102e-322;0.24831,-1.60155,1.58102e-322;0.0186317,-1.61647,1.58102e-322;0.21535,-1.63161,1.58102e-322;0.227594,-1.62286,1.58102e-322;0.228097,-1.62554
0.22974,-1.62836,1.58102e-322;0.226233,-1.62477,1.58102e-322;0.217019,-1.62145,1.58102e-322;0.225941,-1.62974,1.58102e-322;0.228099,-1.62566,1.58102e-322;0.22753,-1.62595,1.58102e-322;0.237188,-1.61875,1.58102e-322;0.0484728,-1.62164,1.58102e-322;0.252991,-1.61329,1.58102e-322;0.228827,-1.62494,1.58102e-322;0.228097,-1.62554
0.229095,-1.62744,1.58102e-322;0.221589,-1.62393,1.58102e-322;0.237756,-1.62743,1.58102e-322;0.230963,-1.61987,1.58102e-322;0.228098,-1.62558,1.58102e-322;0.229114,-1.62479,1.58102e-322;0.227204,-1.63292,1.58102e-322;0.383926,-1.64921,1.58102e-322;0.260143,-1.60991,1.58102e-322;0.228944,-1.62718,1.58102e-322;0.228097,-1.62554
